recipe_name,ingredients,preparation_time,cooking_time
Kutchi Dabeli misal,"{'CORIANDER SEEDS': '1/4th cup', 'CUMIN SEEDS': '1 tbsp', 'PEPPERCORNS': '1 tsp', 'FENNEL SEEDS': '1 tsp', 'CINNAMON STICK': '1 inch', 'BLACK CARDAMOM': '1', 'CLOVES': '1 tsp', 'STAR ANISE': '1', 'BAY LEAF': '1', 'DAGAD PHOOL': '1 tsp', 'SALT': 'a pinch', 'POWDERED SUGAR': '1 tbsp', 'DEGHI RED CHILLI POWDER': '1 tbsp', 'AMCHUR POWDER': '1 tsp', 'BLACK SALT': '1 tsp', 'DESICCATED COCONUT': '2 tbsp', 'GRAIN SUGAR': '4 tbsp', 'OIL': '3 tbsp', 'POTATOES': '3 cups', 'TAMARIND PULP': '1 cup'}",15.0,5.0
Smoked paneer corn & spinach sandwich,"{'SWEET CORN': 1, 'SPINACH': 1, 'PANEER': 0.5, 'GREEN CHILLIES': 2, 'FRESH MINT LEAVES': 1, 'FRESH CORIANDER LEAVES': 1, 'RED CHILLI FLAKES': 1, 'HUNG CURD': 0.5, 'WHOLE WHEAT SANDWICH BREAD': 0, 'BUTTER': 0}",10.0,10.0
Tawa Chicken,"{'CHICKEN': '750gm', 'GARLIC': '0.5', 'VINEGAR': '1', 'CURD': '0.25'}",10.0,20.0
Mumbai Style Chicken Frankie,"{'CHICKEN': '500gm', 'ONIONS': '5', 'GREEN CHILLIES': '3-4', 'WATER': '50ml', 'REFINED FLOUR': '2 cups', 'CURD': '1/4th cup', 'OIL': '2 tbsp', 'KASHMIRI RED CHILLI POWDER': '3 tbsp', 'TURMERIC POWDER': '1 tsp', 'CORIANDER POWDER': '2 tbsp', 'BLACK SALT': '½ tsp', 'ANARDANA POWDER': '1 tbsp', 'AAMCHUR POWDER': '3 tbsp', 'CUMIN POWDER': '1 tbsp', 'GARAM MASALA': '2 tsp', 'BLACK PEPPER': '½ tsp', 'SALT': '½ tsp', 'FRESH CORIANDER LEAVES': 'handful', 'FRESH MINT LEAVES': 'handful', 'GINGER': '½ inch', 'TAMARIND PULP': '3 tbsp', 'EGGS': '1-2', 'BUTTER': 'as required'}",20.0,45.0
,,,
Veg hot and sour soup,"{'VEGETABLE STOCK': 2, 'GINGER': 1, 'GREEN CHILLI PASTE': 1, 'DARK SOY SAUCE': 1, 'LIGHT SOY SAUCE': 1, 'VINEGAR': 1, 'WHITE / BLACK PEPPER POWDER': 0, 'SALT': 0, 'SUGAR': 1, 'CABBAGE': 1, 'CARROTS': 0.5, 'SHIITAKE MUSHROOM': 0.5, 'BAMBOO SHOOTS': 0.33, 'FRESH CORIANDER LEAVES': 0, 'PANEER / SILKEN TOFU': 0.33, 'CORN FLOUR': 3, 'SESAME OIL': 1, 'SPRING ONION GREENS': 1, 'FRESH CORIANDER': 0}",5.0,8.0
Combination Tawa Pulao,"{'OIL': 1, 'BUTTER': 1, 'JEERA': 1, 'ONIONS': 2, 'KASHMIRI RED CHILLI PASTE': 0.25, 'GARLIC PASTE': 2, 'CAPSICUM': 0.5, 'CABBAGE': 1, 'GREEN PEAS': 0.33, 'TOMATOES': 2, 'SALT': 0, 'TURMERIC POWDER': 0.5, 'RED CHILLI POWDER': 1, 'GARAM MASALA': 1, 'PAV BHAJI MASALA': 3, 'WATER': 0, 'COOKED RICE': 2, 'BOILED NOODLES': 1, 'LEMON JUICE': 1, 'FRESH CORIANDER LEAVES': 1}",20.0,10.0
Manchow soupy noodles,"{'OIL': 2, 'GARLIC': 4, 'GINGER': 1, 'GREEN CHILLIES': 2, 'FRESH CORIANDER LEAVES': 1, 'SPRING ONION GREENS': 1, 'HOT VEGETABLE STOCK': 2000, 'SOY SAUCE': 1, 'GREEN CHILLI PASTE': 1, 'VINEGAR': 1, 'SUGAR': 1, 'SALT': 0, 'BLACK / WHITE PEPPER': 0, 'CARROTS': 0.33, 'CAPSICUM': 0.33, 'CABBAGE': 0.5, 'NOODLES': 200, 'CORN FLOUR': 2}",10.0,10.0
Cheese corn nuggets,"{'Processed cheese': 250, 'Potatoes': 1, 'Corn': 0.75, 'Maida': 0.5, 'Corn flour': 0.5, 'Bread crumbs': 0}",10.0,10.0
Chicken Seekh Rara,"{'ONIONS': 5, 'GARLIC': 8, 'GINGER': 1, 'GREEN CHILLIES': 3, 'BONELESS CHICKEN': 500, 'FRESH MINT LEAVES': 3, 'FRESH CORIANDER LEAVES': 3, 'GHEE': 5, 'LEMON JUICE': 1, 'GHEE + OIL': 1, 'CUMIN SEEDS': 1, 'CINNAMON STICK': 1, 'BAY LEAF': 1, 'CLOVES': 5, 'BLACK CARDAMOM': 1, 'GREEN CARDAMOM': 2, 'BLACK PEPPERCORNS': 5, 'GINGER GARLIC PASTE': 2, 'KASHMIRI RED CHILLI PASTE': 3, 'TOMATOES': 4, 'CURD': 0.5, 'CHICKEN MINCED': 300, 'KASURI METHI': 1, 'FRESH CORIANDER': 1}",25.0,40.0
Corn egg fried rice,"{'Oil': 2, 'Eggs': 4, 'Garlic': 1, 'Ginger': 1, 'Spring onion bulbs': 0.25, 'Corn': 1, 'Carrots': 0.33, 'Capsicum': 0.33, 'Spring onions greens': 2, 'Sugar': 1, 'Schezwan sauce': 2, 'Red chilli sauce': 1, 'Ketchup': 2, 'Soy sauce': 2, 'Vinegar': 1, 'Salt': 0, 'Pepper': 0, 'Rice': 3}",10.0,10.0
Lemon coriander soup,"{'Coriander leaves': 1, 'Oil': 1, 'Ginger': 1, 'Garlic': 2, 'Green chillies': 2, 'Onions': 0.25, 'Vegetable stock / hot water': 1.5, 'Corn': 0.5, 'Capsicum': 0.5, 'Carrots': 0.5, 'Cabbage': 0.5, 'French beans': 0.5, 'Light Soy sauce': 1, 'Sugar': 1, 'Salt': 0, 'white pepper': 0, 'Green chilli pastes': 1, 'Paneer / Tofu': 50, 'Lemon juice': 2, 'Cornflour': 3}",10.0,15.0
Kanda bhaji,"{'ONIONS': 6, 'GINGER GARLIC PASTE': 1, 'GREEN CHILLIES': 3, 'FRESH CORIANDER LEAVES': 2, 'RED CHILLI POWDER': 1, 'CORIANDER POWDER': 1, 'TURMERIC POWDER': 0.5, 'AJWAIN': 1, 'AMCHUR POWDER': 1, 'GARAM MASALA': 0, 'LEMON JUICE': 1, 'BLACK SALT': 0, 'BESAN': 1.75, 'CORN FLOUR': 0.75, 'OIL': 0}",10.0,10.0
Paneer Lasooni,"{'OIL': '3 tbsp', 'JEERA': '2 tsp', 'ELAICHI': '3 nos', 'ONIONS': '4 medium size', 'TOMATOES': '5 medium size', 'GARLIC': '10-12 cloves', 'GINGER': '2 inch', 'CASHEW NUTS': '10-12 nos', 'CORIANDER POWDER': '1 tbsp', 'TURMERIC POWDER': '1 tsp', 'RED CHILLI POWDER': '1 tsp', 'WHOLE KASHMIRI RED CHILLIES': '5-6 nos', 'SALT': 'to taste', 'WATER': '500 ml', 'CURD': '0.5 cup', 'SUGAR': '1 tsp', 'GARAM MASALA': '1 tsp', 'KASURI METHI': '1 tsp', 'PANEER': '500 gm', 'FRESH CREAM': '3 tbsp', 'BUTTER': '1 tbsp', 'CORIANDER LEAVES': '1 tbsp', 'GREEN CHILLIES': '2-3 nos'}",5.0,30.0
,,,
Egg Manchurian,"{'EGGS': 1, 'ONION': 0.25, 'GREEN_CHILLIES': 2, 'SPRING_ONION': 3, 'SOY_SAUCE': 2, 'GINGER': 1, 'GARLIC': 3, 'CORN_FLOUR': 2, 'REFINED_FLOUR': 2, 'OIL': 0, 'FRESH_CORIANDER': 3, 'VINEGAR': 1, 'RED_CHILLI_SAUCE': 1, 'VEGETABLE_STOCK': 250, 'CAPSICUM': 0.25}",10.0,20.0
Rajma Chawal,"{'RAJMA': '2 cups', 'RICE': '1 cup', 'ONION': '1', 'TOMATOES': '2', 'GARLIC': '4 cloves'}",20.0,30.0
Dal Makhani,"{'KIDNEY BEANS': '2 cups', 'BLACK EYED PEAS': '1 cup', 'BUTTER': '2 tbsp', 'CREAM': '1/2 cup'}",0.0,60.0
Spring Roll Dosa,"{'RAVA': 1, 'CURD': 1, 'SALT': 1, 'WATER': 0.75, 'FRUIT SALT': 1, 'OIL': 1, 'ONION': 1, 'CAPSICUM': 2, 'CARROT': 1, 'CABBAGE': 1, 'BLACK PEPPER': 0.25, 'SCHEZWAN SAUCE': 1, 'KETCHUP': 1, 'RED CHILLI SAUCE': 1, 'SOY SAUCE': 1, 'VINEGAR': 1, 'SPRING ONION GREENS': 2, 'BUTTER': 0}",10.0,25.0
Tandoori Roti,"{'WHOLE WHEAT FLOUR': 2, 'SALT': 0.5, 'OIL': 2, 'WATER': 0, 'GARLIC': 0, 'KAHSMIRI RED CHILLI POWDER': 0, 'KASURI METHI': 0, 'GHEE': 0, 'FRESH CORIANDER': 0, 'PROCESSED CHEESE': 0, 'GREEN CHILLIES': 0}",30.0,0.0
Mango Ice Cream,"{'MANGOES': '5-6 or 2 cups (500g)', 'CONDENSED MILK': '¾ cup', 'WHIPPING CREAM': '1.5 cup'}",0.0,0.0
Paneer Makhani,"{'BUTTER': '2 tbsp', 'OIL': '1 tsp', 'JEERA': '1 tsp', 'GINGER': '1 inch', 'GREEN CHILLIES': '1-2 nos', 'PANEER': '350 gm', 'SALT': 'a pinch', 'KASHMIRI RED CHILLI POWDER': '1 tsp', 'HONEY/ SUGAR': '1 tbsp', 'KASURI METHI': '1 tsp', 'FRESH CREAM': '1 tbsp', 'FRESH CORIANDER': '1 tbsp'}",10.0,35.0
,,,
Street Style Egg Tava Pulao,"{'EGGS': 3, 'GHEE': '2 tbsp', 'RICE': '3 cups', 'JEERA': '1 tsp', 'GINGER GARLIC PASTE': '1 tbsp', 'GREEN CHILLIES': '2-3', 'ONION': '1 medium', 'CAPSICUM': '1', 'TOMATOES': '2-3', 'TURMERIC POWDER': '1 tsp', 'RED CHILLI POWDER': '1 tbsp', 'CORIANDER POWDER': '2 tsp', 'SALT': 'to taste', 'BLACK PEPPER': 'a pinch', 'WATER': '50 ml', 'CORIANDER': '2 tbsp + 1 tbsp', 'LEMON JUICE': '1 tsp', 'GARAM MASALA': 'a pinch'}",0.0,0.0
Homemade Mango Jam,"{'ALPHONSO MANGOES': 750, 'SUGAR': 250, 'SALT': 0, 'LEMON JUICE': 1}",0.0,30.0
16 Layer Mango Crepe cake - Eggless,"{'UNSALTED BUTTER': 1, 'POWDERED SUGAR': 4, 'CORN FLOUR': 3, 'FRESH MANGO PUREE': 1, 'REFINED FLOUR (MAIDA)': 2, 'MILK': 2.75, 'OIL': 4, 'VANILLA EXTRACT': 1, 'SALT': 0}",40.0,25.0
Drum stick aloo ki sabji,"{'DRUMSTICK': '7-8 nos', 'SALT': 0, 'TURMERIC POWDER': '1/4th tsp', 'GHEE': '1 tbsp', 'OIL': '1 tsp', 'MUSTARD SEEDS': '1 tsp', 'CUMIN SEEDS': '1 tsp', 'KALONJI': '1 tsp', 'DRY RED CHILLIES': '1-2 nos', 'FRESH CORIANDER STEM': '1 tbsp', 'GINGER GARLIC PASTE': '1 tbsp', 'ONIONS': '1 medium size', 'RED CHILLI POWDER': '1 tbsp', 'CORIANDER POWDER': '1 tbsp', 'RAW POTATOES': '1 medium size', 'TOMATOES': '2-3 medium size', 'GARAM MASALA': 'a pinch', 'FRESH CORIANDER': '2 tbsp'}",5.0,30.0
Super Crispy Kairi Kanda Bhajiya,"{'Raw mango (Kairi)': 2, 'Onions': 2, 'green chillies': 2, 'Red chilli powder': 1, 'Coriander powder': 1, 'Turmeric powder': 0.25, 'Ajwain': 0.5, 'Garam masala': 0.5, 'Jeera powder': 1, 'Black salt': 1, 'Besan': 1, 'Corn flour/rice flour': 0.25}",20.0,15.0
Moong Dal Tikki & Chaat,"{'YELLOW MOONG DAL': '3/4th cup', 'WATER': 0, 'GREEN CHILLIES': 3, 'GINGER': 1, 'POHA': 1, 'CURD': '1/4th cup', 'GHEE': 1, 'TAMARIND CHUTNEY': 0, 'CRUD': 0, 'MINT CHUTNEY': 0, 'SEV': 0, 'POMEGRANATE SEEDS': 0, 'MINT LEAVES': 0, 'CHAAT MASALA': 0}",20.0,20.0
Egg pizza roll & thin crust egg pizza with chapati,"{'EGGS': 2, 'salt': 0, 'pepper': 0, 'ghee': 0, 'chapati': 0, 'cheese': 0}",5.0,10.0
Bedmi Puri with Aloo Sabzi,"{'URAD DAL': '3/4cup', 'WHEAT FLOUR': '1 3/4 cups', 'RAVA': '1/2 cup', 'GINGER': '1/2 inch', 'GREEN CHILLI': '1', 'RED CHILLI POWDER': '1 tsp', 'CORIANDER POWDER': '1 tsp', 'GARAM MASALA': '1/2 tsp', 'SAUNF': '1 tsp', 'KASURI METHI': '1 tsp', 'SALT': '1 tsp', 'OIL': '2 tsp', 'DESI GHEE': '2 tbsp', 'JEERA': '1 tsp', 'SAUNF CRUSHED': '1 tsp', 'CORIANDER SEEDS CRUSHED': '1 tsp', 'DRY RED CHILLIES': '2', 'HING': '1 tsp', 'TURMERIC POWDER': '1 tsp', 'METHI SEEDS SOAKED': '2 tsp', 'BESAN': '1 tbsp', 'BOILED POTATOES': '5', 'WATER': '1 litre', 'JAGGERY': '1 tbsp', 'AMCHUR': '1 tsp', 'KALA NAMAK': 'a pinch'}",25.0,25.0
Bread Samosa,"{'Coriander seed': 1, 'Fennel seeds': 1, 'Cumin': 1, 'Oil': 1, 'Ginger': 1, 'Boiled potatoes': 3, 'Salt': 0, 'Ajwain': 0.5, 'Black pepper powder': 1, 'Boiled Green peas': 0.25, 'Paste of green chillies': 1, 'Amchur powder': 1, 'Sandwich bread slices': 15}",15.0,15.0
Omelette Makhana Curry,"{'TOMATOES': 4, 'GREEN CHILLIES': 2, 'GINGER': 1, 'JEERA': 1, 'EGGS': 4, 'GREEN CHILLI': 1}",5.0,20.0
Masala Milk Recipe with Home-made masala milk powder,"{'Cashew nuts': 8, 'Almonds': 3, 'Pistachios': 3, 'Black pepper': 1, 'Grated nutmeg': 1.5, 'milk powder': 4, 'Cardamom': 18, 'saffron': 0.5, 'turmeric powder': 1, 'Milk': 2, 'Water': 0.25, 'Saffron': 6, 'Sugar': 10, 'Cashews': 3}",15.0,20.0
,,,
Rava Idli,{'RAVA': 0},0.0,0.0
Paneer paratha,"{'PANEER': 0, 'POTATOES': 0}",0.0,0.0
Pav bhaji khichdi,"{'TOOR DAL': 0.5, 'RICE': 0.5, 'WATER': 0, 'SALT': 0, 'GHEE': 1, 'OIL': 1, 'JEERA': 1, 'POTATOES': 1, 'ONIONS': 1, 'GARLIC PASTE': 1, 'RED CHILLI PASTE': 2, 'CAULIFLOWER': 0.25, 'GREEN PEAS': 0.25, 'TOMATOES': 0.33, 'CAPSICUM': 0.25, 'BEETROOT': 2, 'HING': 0.25, 'PAV BHAJI MASALA POWDER': 2, 'TURMERIC POWDER': 0.5, 'LEMON JUICE': 1, 'FRESH CORIANDER': 1, 'GARAM MASALA': 0}",10.0,25.0
Veg Frankie,{},0.0,0.0
Leftover Chapati Pizza,"{'TOMATOES': 10, 'SALT': 0, 'OLIVE OIL': 1, 'ONION': 1, 'GARLIC': 4, 'SUGAR': 1, 'RED CHILLI FLAKES': 2, 'OREGANO': 2, 'VINEGAR': 1, 'CHAPATI': 0, 'CHEESE': 0, 'VEGGIES': 0, 'PROTEINS': 0}",10.0,25.0
Pizza Omelette,{},0.0,0.0
Pudla sandwich,"{'CABBAGE': 1, 'CAPSICUM': 0.5, 'TOMATOES': 0.5, 'ONIONS': 0.5, 'BEETROOT': 0.5, 'GREEN CHILLIES': 1, 'BESAN': 1.5, 'Coriander powder': 1, 'Red chilli powder': 1, 'Turmeric powder': 0.5, 'Ajwain': 1, 'Bread slice': 0, 'Oil / ghee': 1, 'Processed cheese': 0}",15.0,15.0
Egg 65,"{'BOILED EGGS WHITE': 8, 'GINGER GARLIC PASTE': 1, 'CURRY LEAVES': 10, 'BLACK PEPPER POWDER': 0.5, 'JEERA POWDER': 1, 'KASHMIRI RED CHILLI POWDER': 1.5, 'SALT': 0, 'CURD': 0.5, 'RICE FLOUR': 0.5, 'BESAN': 0.25, 'OIL': 1, 'GARLIC CLOVES': 5, 'GREEN CHILLIES': 3}",15.0,25.0
Instant Rava Dhokla,"{'CURD': 1, 'GREEN CHILLI': 1, 'GINGER': 0.5, 'RAVA': 1, 'SALT': 1, 'POWDERED SUGAR': 1, 'METHI SEEDS': 4, 'BLACK PEPPERCORNS': 4, 'WATER': 0.5, 'FRUIT SALT': 1, 'GHEE': 1, 'MUSTARD SEEDS': 1, 'CURRY LEAVES': 7}",5.0,10.0
Egg kadhai,"{'EGGS': 8, 'GHEE': 3, 'JEERA': 2, 'GREEN CHILLIES': 3, 'TURMERIC POWDER': 0.75, 'RED CHILLI POWDER': 2, 'BLACK PEPPER': 0, 'SALT': 0, 'GARLIC CLOVES': 8, 'GINGER': 1, 'TOMATOES': 4, 'CURD': 0.5, 'ONIONS': 1, 'CAPSICUM': 1, 'GARAM MASALA': 1, 'FRESH CREAM': 1, 'FRESH CORIANDER': 2}",10.0,35.0
Khatti meethi gujarati dal khichdi,"{'TOOR DAL': 0.5, 'RICE': 0.5, 'WATER': 6.5, 'GHEE': 1, 'MUSTARD SEEDS': 0.5, 'JEERA': 0.5, 'METHI DANA': 0.5, 'CURRY LEAVES': 6, 'HING': 1, 'TURMERIC POWDER': 0.5, 'KASHMIRI RED CHILLI POWDER': 0.25, 'DRY WHOLE RED CHILLIES': 3, 'TOMATOES': 1, 'GREEN CHILLIES': 1, 'JAGGERY': 1.5, 'TAMARIND WATER': 2, 'GINGER': 1, 'LEMON JUICE': 1, 'FRESH CORIANDER': 1}",10.0,25.0
Paneer Bhuna Masala Bhurji,"{'MILK': 3, 'VINEGAR': 1, 'WATER': 250, 'GHEE': 2, 'OIL': 1, 'JEERA': 1, 'ONION': 5, 'GINGER GARLIC PASTE': 1, 'KASHMIRI RED CHILLI PASTES': 3, 'TURMERIC POWDER': 0.5, 'RED CHILLI POWDER': 1, 'CORIANDER POWDER': 2, 'TOMATO PUREE': 3, 'GREEN CHILLI': 2, 'CASHEW NUT PASTE': 10, 'CURD': 0.5, 'PANEER': 0, 'GARAM MASALA': 1, 'KASURI METHI': 1, 'FRESH CORIANDER': 2}",10.0,35.0
Gobhi Manchurian,"{'CAULIFLOWER': 400, 'REFINED FLOUR': 2.5, 'CORN FLOUR': 0.75, 'GINGER': 1, 'GARLIC': 3, 'SPRING ONION BULBS': 0.25, 'CAPSICUM': 0.25, 'GREEN CHILLI': 5, 'FRESH CORIANDER LEAVES': 1, 'SUGAR': 1, 'SOY SAUCE': 2, 'RED CHILLI SAUCE': 1, 'KETCHUP': 1, 'WATER': 100, 'CORN STARCH': 2, 'SPRING ONION GREENS': 1}",15.0,20.0
Paneer makhani dum biryani,"{'RICE': 2, 'SALT': 0, 'BAY LEAF': 1, 'STAR ANISE': 1, 'CLOVES': 4, 'CINNAMON STICK': 1, 'JAVITRI': 1, 'GREEN CARDAMOM': 2, 'LEMON WEDGE': 1, 'GHEE': 1, 'FRESH CORIANDER': 1, 'FRESH MINT': 1, 'BUTTER': 2, 'OIL': 1, 'JEERA': 1, 'ONIONS': 1, 'TOMATOES': 5, 'GARLIC CLOVES': 7, 'GINGER': 1, 'KASHMIRI RED CHILLIES': 4, 'CASHEW NUTS': 10, 'RED CHILLI POWDER': 1, 'TURMERIC POWDER': 0.5, 'SUGAR': 1, 'GARAM MASALA': 1, 'WATER': 500, 'CURD': 0.5, 'FRESH CREAM': 2, 'KASURI METHI': 1, 'FRIED ONIONS': 0.25, 'PANEER': 500}",20.0,45.0
Aloo bhurji,"{'Ghee / oil': 1, 'Jeera (cumin seeds)': 1, 'Saunf (fennel seeds)': 1, 'Ginger': 1, 'Garlic': 3, 'Onion': 3, 'Green chillies': 2, 'Tomatoes': 3, 'Capsicum': 1, 'Salt': 0, 'Turmeric powder': 1, 'Red chilli powder': 1, 'Aamchur powder': 1, 'Potatoes': 3, 'Water': 50, 'Garam masala': 0, 'Kasuri methi': 1, 'Fresh cream / curd': 1, 'Fresh coriander': 1}",5.0,25.0
Cream of broccoli soup,"{'OLIVE OIL': 1, 'ONION': 1, 'GARLIC': 3, 'WATER': 3, 'SALT': 1, 'BLACK PEPPER': 1, 'BROCCOLI': 250, 'BUTTER': 1, 'REFINED FLOUR': 1, 'MILK': 300, 'BLACK PEPPER POWDER': 1, 'JEERA POWDER': 1, 'GARAM MASALA': 1}",10.0,20.0
Lock down no bake chocolate cake,"{'SUGAR': 6, 'GLUCOSE BISCUIT': 20, 'COCOA POWDER': 4, 'WALNUTS': 0.5, 'BUTTER': 150}",0.0,0.0
Walnut carrot beet cake,"{'OATS': 0.33, 'WALNUTS': 0.5, 'EGGS': 2, 'POWDERED SUGAR': 0.5, 'VANILLA ESSENCE': 1, 'HONEY': 2, 'OIL': 0.5, 'WHEAT FLOUR': 0.5, 'JOWAR FLOUR': 0.25, 'BAKING POWDER': 1.5, 'BEETROOT': 1, 'CARROT': 1, 'SALT': 0, 'MILK': 2, 'BUTTER': 1}",15.0,30.0
Upma,"{'RAVA': 1, 'GHEE': 1, 'OIL': 1, 'MUSTARD SEEDS': 1, 'CHANA DAL': 1, 'URAD DAL': 1, 'GREEN CHILLIES': 1, 'GINGER': 1, 'CASHEW NUTS': 2, 'CURRY LEAVES': 12, 'ONION': 1, 'WATER': 3.25, 'SUGAR': 1, 'SALT': 0, 'LEMON JUICE': 1, 'FRESH CORIANDER LEAVES': 1}",5.0,20.0
Khatti Meethi Gujarati Dal,"{'TOOR DAL': 1, 'SALT': 0, 'WATER': 5, 'GHEE': 1, 'MUSTARD SEEDS': 0.5, 'JEERA': 0.5, 'METHI SEEDS': 0.5, 'CURRY LEAVES': 0, 'HING': 1, 'TURMERIC POWDER': 0.5, 'KASHMIRI RED CHILLI POWDER': 0.25, 'DRY RED CHILLIES': 0, 'TOMATOES': 1, 'GREEN CHILLIES': 1, 'JAGGERY': 1.5, 'TAMARIND PULP': 2, 'GINGER': 1, 'LEMON JUICE': 1, 'FRESH CORIANDER': 1}",10.0,25.0
Tava masala idli,"{'Rava': 1, 'Curd': 1, 'Salt': 0, 'Water': 0.75, 'Fruit salt': 1, 'Ghee': 1, 'Jeera': 1, 'Onion': 2, 'Red chilli paste': 2, 'Garlic paste': 2, 'Capsicum': 1, 'Tomatoes': 3, 'Turmeric powder': 0.5, 'Pav bhaji masala': 1.5, 'Fresh coriander': 1, 'Lemon juice': 1}",10.0,25.0
Mooli stuffed missi paratha,"{'MOOLI': 1, 'GREEN CHILLIES': 1, 'GINGER': 2, 'FRESH CORIANDER LEAVES': 1, 'FRESH MINT LEAVES': 1, 'JOWAR FLOUR': 1, 'BAJRA FLOUR': 1, 'BESAN': 4, 'FRESH METHI LEAVES': 4, 'ONION': 0.5, 'AJWAIN': 1, 'KASURI METHI': 1}",20.0,15.0
,,,
Crispy oyster chilli chicken,"{'CHICKEN': '400gm', 'CORN FLOUR': '5 tbsp', 'REFINED FLOUR': '3 tbsp', 'OIL': '1 tbsp', 'GARLIC': '4 tbsp', 'SPRING ONION BULBS': '2 tbsp', 'DRY RED CHILLIES': '3-4 nos.', 'FRESH RED CHILLIES': '1-2 nos.', 'YELLOW BELL PEPPER': '1/3rd cup', 'CAPSICUM': '1/3rd cup', 'RED BELL PEPPER': '1/3rd cup', 'OYSTER SAUCE': '1 tbsp', 'RED CHILLI SAUCE': '3 tbsp', 'SOY SAUCE': '1 tsp', 'VINEGAR': '1 tsp', 'SALT': '0', 'BLACK PEPPER POWDER': 'a pinch', 'FRIED CHICKEN': '0', 'SPRING ONION GREENS': '1 tbsp'}",10.0,15.0
Dabeli Fryums,"{'OIL': '2 tbsp', 'JEERA': '1 tsp', 'HING': '1 tsp', 'DABELI MASALA': '4 tbsp', 'POTATOES': '2 cups', 'SUGAR': '1 tsp', 'TAMARIND PULP': '2 tbsp', 'SALT': 'to taste', 'FRESH CORIANDER LEAVES': '1', 'FRESH COCONUT': '1', 'CRUSHED MASALA PEANUTS': '2 tbsp', 'POMEGRANATE': '2 tbsp', 'ONIONS': '2 tbsp', 'RED GARLIC CHUTNEY': '1 tbsp', 'TAMARIND CHUTNEY': '2 tbsp', 'FRYUMS': 'as required', 'SEV': '1'}",15.0,25.0
Paneer pav bhaji,"{'BUTTER': '2 tbsp', 'OIL': '1 tsp', 'JEERA': '1 tsp', 'ONIONS': '½ cup', 'RED CHILLI PASTES': '4-5 kashmiri chillies', 'GARLIC PASTE': '7-8 minutes', 'CAPSICUM': '½ cup', 'CAULIFLOWER': '½ cup', 'GREEN PEAS': '½ cup', 'BEETROOT': '2 tbsp', 'TOMATOES': '1 cup', 'SALT': 'to taste', 'TURMERIC POWDER': '½ tsp', 'CORIANDER POWDER': '1 tsp', 'PAV BHAJI MASALA': '2 tbsp', 'WATER': '200 ml', 'PANEER': '400 gm', 'GARAM MASALA': 'a pinch', 'LEMON JUICE': '1 tsp', 'FRESH CORIANDER': '1 tsp'}",10.0,25.0
,,,
Tava anda sukha,"{'EGG': 8, 'ONION': 1, 'GARLIC': 6, 'COCONUT': 1, 'TAMARIND': 1, 'TURMERIC': 0.5, 'CINNAMON': 1, 'BLACK PEPPER': 12, 'CLOVES': 5, 'FENUGREEK': 1, 'JEERA': 1, 'CORIANDER': 2, 'POPPY': 1, 'RED CHILLI': 10, 'GHEE': 3, 'OIL': 2, 'GREEN CHILLI': 1, 'CORIANDER LEAVES': 1, 'MUSTARD': 1, 'CURRY LEAVES': 10}",15.0,25.0
Baked vegetables with white sauce,"{'BUTTER': 3, 'REFINED FLOUR': 3, 'MILK': 200, 'PROCESSED CHEESE': 200, 'OLIVE OIL': 1, 'CARROT': 0.5, 'MUSHROOM': 0.5, 'GREEN PEAS': 0.5, 'SWEET CORN': 0.5, 'FRENCH BEANS': 0.5, 'CAPSICUM': 0.5, 'BROCCOLI': 0.5}",10.0,20.0
Veg spring roll,"{'CABBAGE': 1, 'CARROT': 1, 'REFINED FLOUR': 2, 'BAKING SODA': 0.5, 'WATER': 2, 'OIL': 1, 'GINGER': 1, 'SPRING ONION': 2, 'CAPSICUM': 0.5}",15.0,20.0
,,,
,,,
,,,
Peri peri anda bhurji wrap,"{'WHEAT FLOUR': 2, 'AJWAIN': 1, 'EGGS': 5, 'GHEE': 1, 'JEERA': 1, 'GREEN CHILLI': 5, 'ONIONS': 2, 'TOMATOES': 2, 'RED CHILLI POWDER': 1, 'CORIANDER POWDER': 2, 'TURMERIC POWDER': 0.5, 'GARAM MASALA': 0.5, 'MAYONNAISE': 1, 'BLACK SALT': 1, 'CINNAMON POWDER': 0.25, 'GARLIC POWDER': 1, 'GINGER POWDER': 1, 'OREGANO': 1, 'POWDERED SUGAR': 1}",30.0,25.0
,,,
Mini Ragda Pattice Sliders,"{'WHITE PEAS': 1, 'WATER': 1000, 'OIL': 1, 'JEERA': 1, 'HING': 0.5, 'GINGER GARLIC PASTE': 1, 'RED CHILLI POWDER': 1, 'CORIANDER POWDER': 1, 'JEERA POWDER': 1, 'GARAM MASALA': 1, 'POTATOES': 5, 'POHA': 0.5, 'GINGER': 1, 'GREEN CHILLIES': 2, 'FRESH CORIANDER': 1, 'FRESH MINT LEAVES': 1, 'KASURI METHI': 1, 'CHAAT MASALA': 1, 'AMCHUR POWDER': 0.5}",0.0,0.0
No Onion No Garlic bhindi masala,"{'BHINDI': 250, 'OIL': 3}",0.0,0.0
,,,
Garlic pepper crispy corn,"{'SWEET CORN': 2, 'CORN FLOUR': 4, 'RICE FLOUR': 4, 'GARLIC': 0.5, 'SPRING ONION': 4, 'ALMOND': 2, 'DRY RED CHILLI': 3, 'CRISPY FRIED GARLIC': 2, 'VINEGAR': 1}",25.0,25.0
,,,
,,,
